一级分类(清洗后中文器械名),二级分类(中观大类),三级分类(宏观大类),关联器械对数,死亡事件数,伤害事件数,故障事件数,事件总数
电动颅骨钻,颅骨钻/环钻,手术动力系统,1,0,0,0,0
16通道植入式脉冲发生器,植入式神经刺激器,神经调控设备,1,0,0,0,0
心脏不停跳近端吻合系统（3.8mm）,心脏不停跳吻合系统,心脏外科手术器械,1,0,0,0,0
液压病人移位机（可调底座）,病人移位机,病人转运设备,1,0,0,0,0
药物涂层外周血管成形术导管,药物涂层球囊/导管,外周血管介入器械,1,0,0,0,0
小梁微旁路系统植入物,青光眼引流植入物,眼科植入器械,1,0,0,0,0
低流量输液加温系统,输液加温器,输液管理器械,1,0,0,0,0
一次性使用内窥镜套管,内窥镜附件,内窥镜器械,1,0,0,0,0
经导管肺动脉瓣膜,经导管心脏瓣膜,结构性心脏病介入器械,1,0,0,0,0
植入式心脏除颤电极,心脏除颤电极,心脏节律管理器械,1,0,0,0,0
心脏起搏电极,心脏起搏电极,心脏节律管理器械,1,0,0,0,0
LED光源,内窥镜光源,内窥镜器械,1,0,0,0,0
耳鼻喉科手术钻直手柄,耳鼻喉科手术钻,耳鼻喉科手术器械,1,0,0,0,0
锥形骨内牙种植体,牙种植体,口腔种植器械,1,0,0,0,0
血小板血浆红细胞采集套件,血液成分分离套件,血液处理器械,1,0,0,0,0
超声手术刀手柄,超声手术刀,外科手术器械,1,0,0,0,0
氙灯光源,内窥镜光源,内窥镜器械,1,0,0,0,0
麻醉机,麻醉机,麻醉器械,1,0,0,0,0
核心活检系统,活检穿刺系统,活检器械,1,0,0,0,0
脑电双频指数监测软件,脑电监测系统,神经监测器械,1,0,0,0,0
主动脉内球囊反搏系统,主动脉内球囊反搏泵,心脏辅助器械,1,0,0,0,0
康拓乐稳捷血糖仪,血糖监测系统,血糖监测与胰岛素管理,1,0,0,0,0
康拓乐血糖试纸（10片装）,血糖监测系统,血糖监测与胰岛素管理,1,0,0,0,0
Delta陶瓷股骨头 12/14 36mm +5,髋关节假体组件,骨科植入物,1,0,0,0,0
一步式完整电极（单次使用，R系列）,心电/脑电电极,诊断与监护电极,1,0,0,0,0
Endurant II 腹主动脉-髂动脉一体式覆膜支架,腹主动脉瘤覆膜支架系统,血管介入器械,1,0,0,0,0
GM Helix Acqua 牙种植体，钛，5.0x16mm,牙种植体,口腔植入物,1,0,0,0,0
INOmax DSIR 一氧化氮输送系统,一氧化氮治疗系统,呼吸治疗设备,1,0,0,0,0
Iperia 7 VR-T DF4 兼容MRI 植入式心律转复除颤器,植入式心律转复除颤器,心脏节律管理设备,1,0,0,0,0
胰岛素输注泵（型号未指定）,胰岛素泵,胰岛素给药装置,1,0,0,0,0
One-Link 血管内给药装置,血管内输液装置,输液管理,1,0,0,0,0
Pacific Xtreme 外周经腔血管成形术导管,外周血管成形术导管,血管介入器械,1,0,0,0,0
PowerPICC Solo 导管（含Sherlock 3CG TPS导丝）4F 全套托盘,经外周中心静脉导管,血管通路器械,1,0,0,0,0
PowerPort MRI 植入式输液港,植入式输液港,血管通路器械,1,0,0,0,0
矢状锯附件,关节镜手术附件,骨科手术器械,1,0,0,0,0
Selenia Dimensions 三维乳腺X线摄影系统,乳腺X线摄影系统,影像诊断设备,1,0,0,0,0
Sensation 7Fr 34cc 主动脉内球囊反搏导管,主动脉内球囊反搏系统,心脏辅助装置,1,0,0,0,0
未知型号 DePuy ASR 股骨头（全髋关节置换）,髋关节假体组件,骨科植入物,1,0,0,0,0
未知型号 EEA 吻合钉（可植入）,外科吻合器/钉,外科手术器械,1,0,0,0,0
BD BBL 显色培养基 金黄色葡萄球菌/MRSA II 双板,微生物培养基,体外诊断试剂,1,0,0,0,0
BD Nexiva 单端口外周静脉导管,外周静脉导管,血管通路器械,1,0,0,0,0
BLX 4.5 RB 骨内牙种植体 16mm,牙种植体,口腔植入物,1,0,0,0,0
C1 锥形骨内牙种植体 直径5mm 长度8mm,牙种植体,口腔植入物,1,0,0,0,0
CADD Legacy Plus 便携式输液系统,便携式输液泵,输液泵,1,0,0,0,0
CM Alvim 骨内牙种植体 4.3x10mm,牙种植体,口腔植入物,1,0,0,0,0
Cosgrove-Edwards 瓣膜成形环系统（Duraflo处理）,瓣膜成形环,心脏瓣膜修复器械,1,0,0,0,0
Genesis II 全膝关节假体,膝关节假体,骨科植入物,1,0,0,0,0
MMT-1752WWK 胰岛素泵 640 V2.6,胰岛素泵,胰岛素给药装置,1,0,0,0,0
LIFEPAK 11 诊断性心脏监护仪,心脏监护仪,患者监护设备,1,0,0,0,0
Lupine 钻头导向器,关节镜手术器械,骨科手术器械,1,0,0,0,0
Marquee 活检器械,活检器械,病理取样器械,1,0,0,0,0
MED-EL COMBI 40+ 人工耳蜗系统,人工耳蜗,听觉植入装置,1,0,0,0,0
Meridian 血液透析机,血液透析机,血液净化设备,1,0,0,0,0
Natura,未分类,未分类,1,0,0,0,0
PENTAX Imagina 结肠镜,结肠镜,内窥镜,1,0,0,0,0
Prestige 颈椎间盘系统,人工椎间盘,脊柱植入物,1,0,0,0,0
Safedraw 无创血压测量系统,无创血压监测仪,患者监护设备,1,0,0,0,0
纤维蛋白密封剂双联施用器,组织密封剂施用装置,外科止血与密封设备,1,0,0,0,0
外周静脉安全留置针,血管内导管,输液与血管通路设备,1,0,0,0,0
骨内牙种植体,牙科种植体,口腔种植修复系统,1,0,0,0,0
C-MAC视频喉镜D型镜片,视频喉镜,气道管理设备,1,0,0,0,0
一次性使用缝线/穿针器,缝合器械,外科手术器械,1,0,0,0,0
心脏不可逆电穿孔系统导管,心脏消融导管,心脏电生理设备,1,0,0,0,0
除颤器,体外除颤器,心脏急救设备,1,0,0,0,0
内镜锁定装置及活检帽,内镜附件,内窥镜系统,1,0,0,0,0
超声碎石系统,碎石设备,泌尿外科设备,1,0,0,0,0
防跌倒报警/传感器组合,患者监护与安全系统,医院安全与辅助设备,1,0,0,0,0
激光鞘,激光导管/鞘,血管介入设备,1,0,0,0,0
腹膜透析用一次性输液管路（短）,腹膜透析管路,肾脏替代治疗设备,1,0,0,0,0
关节镜刨削手柄,关节镜手术器械,骨科内镜设备,1,0,0,0,0
血管封堵止血装置,血管闭合器,血管介入设备,1,0,0,0,0
骨内牙种植体（直径4.6mm x 长度8.0mm）,牙科种植体,口腔种植修复系统,1,0,0,0,0
电磁导航支气管镜系统,导航支气管镜系统,内窥镜及导航系统,1,0,0,0,0
锥形骨内牙种植体 4.0x8mm,牙种植体,口腔植入物,1,0,0,0,0
双侧颞下颌关节重建假体,颞下颌关节假体,骨科植入物,1,0,0,0,0
真皮填充植入物（美容用）,皮肤填充剂,美容植入物,1,0,0,0,0
尼龙不可吸收缝合线,不可吸收缝合线,手术缝合材料,1,0,0,0,0
股骨头假体 53号,髋关节假体组件,骨科植入物,1,0,0,0,0
一次性内窥镜缝合器,内窥镜手术器械,内窥镜及附件,1,0,0,0,0
K2EDTA微量采血管,采血管,标本采集容器,1,0,0,0,0
锯齿活检钳（带尖刺）,活检钳,内窥镜附件,1,0,0,0,0
心脏标志物分析仪,临床化学分析仪,体外诊断设备,1,0,0,0,0
钛合金骨内牙种植体 3.75x11mm,牙种植体,口腔植入物,1,0,0,0,0
免疫化学分析模块,免疫分析仪,体外诊断设备,1,0,0,0,0
通用施夹钳,施夹钳,内窥镜手术器械,1,0,0,0,0
聚酯不可吸收缝合线,不可吸收缝合线,手术缝合材料,1,0,0,0,0
Fogarty动脉取栓导管,取栓导管,血管介入导管,1,0,0,0,0
骨水平牙种植体 3.6x11mm,牙种植体,口腔植入物,1,0,0,0,0
ACE68再灌注导管,再灌注导管,神经介入导管,1,0,0,0,0
PNEUPAC PARAPAC 急救呼吸机,急救呼吸机,呼吸支持设备,1,0,0,0,0
QUICK SET PARADIGM 胰岛素输注管路,胰岛素泵输注管路,胰岛素给药装置,1,0,0,0,0
RESONATE X4 心脏再同步治疗除颤器,心脏再同步治疗除颤器,心脏植入式电子设备,1,0,0,0,0
SP 骨内牙种植体 4.8mm 宽颈 SLActive 6mm,骨内牙种植体,牙科植入物,1,0,0,0,0
SURESTEP ENHANCED 血糖监测系统,血糖监测系统,体外诊断设备,1,0,0,0,0
TE 骨内牙种植体 4.8mm 宽颈 SLA 12mm TIZR NTP,骨内牙种植体,牙科植入物,1,0,0,0,0
OES ELITE 硬性内窥镜 4mm 12度 高清 可高压灭菌,硬性内窥镜,内窥镜设备,1,0,0,0,0
TOTAL ASR 髋关节股骨头 尺寸46,髋关节股骨头,骨科植入物,1,0,0,0,0
TRIFECTA 带支架生物心脏瓣膜,生物心脏瓣膜,心脏瓣膜植入物,1,0,0,0,0
植入式皮层下电刺激器（运动障碍）,植入式神经刺激器,神经调控设备,1,0,0,0,0
VISERA 4K 超高清氙灯光源,内窥镜冷光源,内窥镜设备,1,0,0,0,0
VITROS 免疫诊断产品 TSH 试剂盒,免疫诊断试剂,体外诊断试剂,1,0,0,0,0
XEN 45 青光眼引流阀,青光眼引流植入物,眼科植入物,1,0,0,0,0
ADVIA CENTAUR XP 免疫分析仪,免疫分析仪,体外诊断设备,1,0,0,0,0
ASSURE 心脏恢复系统 穿戴式自动体外除颤器,穿戴式自动体外除颤器,心脏除颤设备,1,0,0,0,0
AUTO SUTURE PREMIUM PLUS CEEA 28mm 一次性外科吻合器,一次性外科吻合器,外科手术器械,1,0,0,0,0
BACKFLUSH 手柄 DSP 玻璃体切割附件,玻璃体切割附件,眼科手术器械,1,0,0,0,0
ECHELON 45 蓝色钉仓（可植入吻合钉）,外科吻合器钉仓,外科手术器械,1,0,0,0,0
CADD CLEO 输液管路,血管内输液管路,输液管理设备,1,0,0,0,0
DURALOC STR 髋臼杯打入器,髋关节手术器械,骨科手术器械,1,0,0,0,0
鼻导管,呼吸回路及附件,呼吸治疗与通气设备,1,0,0,0,0
重症监护呼吸机,有创呼吸机,呼吸治疗与通气设备,1,0,0,0,0
弹性输液泵,输液泵/镇痛泵,输液与给药设备,1,0,0,0,0
腹腔镜摄像控制单元,内窥镜摄像系统,内窥镜与成像设备,1,0,0,0,0
持续呼吸机（院内用）,有创呼吸机,呼吸治疗与通气设备,1,0,0,0,0
可吸收外科缝线,可吸收缝合线,外科缝合与闭合器械,1,0,0,0,0
骨水泥（双包装）,骨水泥,骨科植入物与材料,1,0,0,0,0
除颤电极导线,心脏起搏/除颤电极,心脏节律管理设备,1,0,0,0,0
创伤担架车,病人转运担架,医院基础设备,1,0,0,0,0
体温调节系统,患者体温管理设备,生命支持与监护设备,1,0,0,0,0
一次性穿刺器,腹腔镜穿刺器,微创手术器械,1,0,0,0,0
真空采血针套装,静脉采血/输液器具,输液与给药设备,1,0,0,0,0
主动脉内球囊反搏系统,主动脉内球囊反搏泵,心脏辅助与循环支持设备,1,0,0,0,0
复合补片,疝修补补片,外科植入物,1,0,0,0,0
生物心脏瓣膜系统,人工心脏瓣膜,心脏瓣膜置换器械,1,0,0,0,0
经静脉除颤电极导线,除颤电极导线,心脏植入式电子设备,1,0,0,0,0
Endotak Reliance G 除颤电极导线,除颤电极导线,心脏植入式电子设备,1,0,0,0,0
Enterprise2 颅内神经血管支架 4mm×23mm,颅内支架系统,神经介入器械,1,0,0,0,0
Entrant HF 心脏再同步治疗起搏器,心脏再同步治疗起搏器,心脏植入式电子设备,1,0,0,0,0
Essentio DR 双腔起搏器,心脏起搏器,心脏植入式电子设备,1,0,0,0,0
HeartMate II 左心室辅助系统,左心室辅助装置,心脏辅助装置,1,0,0,0,0
iTrak 3500 放射影像处理系统,医学影像处理软件,医学影像设备,1,0,0,0,0
MicroClave 透明中性接头,无针输液接头,输液管理器械,1,0,0,0,0
Monoject 注射器,注射器,注射穿刺器械,1,0,0,0,0
OxiMax N-560 脉搏血氧仪,脉搏血氧仪,生理信号监测设备,1,0,0,0,0
Protego SD 65/18 植入式心律转复除颤器电极导线,除颤电极导线,心脏植入式电子设备,1,0,0,0,0
TR Band 桡动脉压迫止血带,血管止血装置,血管介入器械,1,0,0,0,0
TSRH 脊柱内固定系统,脊柱内固定系统,骨科植入物,1,0,0,0,0
Visualase 手术激光系统,手术激光设备,手术能量器械,1,0,0,0,0
WS Titamax 钛种植体 4.0×6mm,牙种植体,口腔植入物,1,0,0,0,0
Xive S Plus 牙种植体 D4.5/L9.5,牙种植体,口腔植入物,1,0,0,0,0
氧化锆牙种植体 3.75×10mm,牙种植体,口腔植入物,1,0,0,0,0
AcrySof IQ Vivity 散光矫正型延长视力紫外线吸收人工晶状体,人工晶状体,眼科植入物,1,0,0,0,0
Advantage Fit 经闭孔尿道中段悬吊系统,尿失禁悬吊系统,盆底修复器械,1,0,0,0,0
ANK 牙种植体 B11 D4.5mm/L11mm,牙种植体,口腔植入物,1,0,0,0,0
ARCHITECT BNP 校准品,体外诊断校准品,体外诊断试剂,1,0,0,0,0
ATTUNE 间隔块,膝关节手术器械,骨科手术器械,1,0,0,0,0
BD 真空采血管（含促凝剂）,真空采血管,血液采集与保存,1,0,0,0,0
CAPSURE VDD 2 植入式起搏器,植入式心脏起搏器,心脏节律管理设备,1,0,0,0,0
CLEARLINK 输液管路,输液管路,输液管理设备,1,0,0,0,0
DREAMSTATION BIPAP AUTOSV 无创呼吸机,无创呼吸机,呼吸支持设备,1,0,0,0,0
EDWARDS SAPIEN 经导管心脏瓣膜,经导管心脏瓣膜,心脏瓣膜置换设备,1,0,0,0,0
HI-TORQUE BALANCE MIDDLEWEIGHT ELITE 导丝,导丝,介入手术器械,1,0,0,0,0
牙科种植体（4.1x13mm，MTX表面处理）,牙科种植体,口腔种植修复,1,0,0,0,0
NC TREK NEO RX 冠状动脉球囊扩张导管,冠状动脉球囊扩张导管,介入手术器械,1,0,0,0,0
超声乳化针头,超声乳化手术器械,眼科手术设备,1,0,0,0,0
手术转运床,转运床,病房护理设备,1,0,0,0,0
PROMUS ELEMENT 长型药物洗脱冠脉支架,药物洗脱冠脉支架,介入手术器械,1,0,0,0,0
MMT-522LNAP 胰岛素泵,胰岛素泵,胰岛素给药装置,1,0,0,0,0
骨内牙科种植体（3.3x8mm，SLA表面）,牙科种植体,口腔种植修复,1,0,0,0,0
SABER 外周血管球囊扩张导管,外周血管球囊扩张导管,介入手术器械,1,0,0,0,0
SEPRAFILM 防粘连膜（透明质酸钠/羧甲基纤维素）,可吸收防粘连膜,外科防粘连材料,1,0,0,0,0
骨内牙科种植体（4.1x14mm，SLA表面）,牙科种植体,口腔种植修复,1,0,0,0,0
TRUESPAN 12度 PLGA 软组织固定钉,软组织固定钉,外科固定器械,1,0,0,0,0
Ultraverse RX 经皮腔内血管成形术球囊扩张导管,球囊扩张导管,血管介入器械,1,0,0,0,0
未知品牌锁定螺钉（创伤用）,骨固定螺钉,骨科植入物,1,0,0,0,0
未知品牌 Opsite 透明敷料,医用胶带与敷料,伤口护理产品,1,0,0,0,0
VITROS 5.1 FS 生化分析系统,生化分析仪,临床检验设备,1,0,0,0,0
12/14 Articul 40mm M Spec+5 髋关节股骨头,髋关节股骨头,骨科植入物,1,0,0,0,0
Advanta V12 覆膜支架（髂动脉）,覆膜支架,血管介入器械,1,0,0,0,0
Articul/Eze 32mm +1 球头（髋关节股骨头）,髋关节股骨头,骨科植入物,1,0,0,0,0
BD Intima-II 密闭式静脉留置导管系统,静脉留置导管,血管通路器械,1,0,0,0,0
BiPAP Auto Bi-Flex 无创呼吸机,无创呼吸机,呼吸治疗设备,1,0,0,0,0
Blake 硅胶引流管 10Fr 圆形 带1/8英寸接口,引流导管,引流与冲洗器械,1,0,0,0,0
CareAssist 电动病床,电动病床,病房护理设备,1,0,0,0,0
Clearlink 血管内输液管路,输液管路,输液与输血器械,1,0,0,0,0
Clirans TAF HF 透析器,血液透析器,血液净化设备,1,0,0,0,0
Dimension Vista 尿素氮 Flex 试剂盒,生化检测试剂盒,体外诊断试剂,1,0,0,0,0
Durom 髋关节假体,髋关节假体,骨科植入物,1,0,0,0,0
Dymic 动力髋螺钉 3.25x11.5,动力髋螺钉,骨科植入物,1,0,0,0,0
GM Drive Acqua 种植体 钛 5.0x8,牙种植体,口腔科植入物,1,0,0,0,0
拉力螺钉起子,骨科手术器械,骨科手术工具,1,0,0,0,0
302型起搏电极导线,心脏起搏电极导线,心脏节律管理器械,1,0,0,0,0
MBT 骨水泥型龙骨胫骨托 3号,膝关节胫骨托,骨科植入物,1,0,0,0,0
球囊扩张式冠状动脉支架及输送系统,冠状动脉支架,血管介入器械,1,0,0,0,0
Paradigm Polyfin 导管,血管内导管,血管介入器械,1,0,0,0,0
麻醉呼吸回路（含连接器、适配器、Y型接头）,麻醉呼吸回路,呼吸麻醉设备,1,0,0,0,0
PowerLoc 输液港穿刺针,输液港穿刺针,输液通路器械,1,0,0,0,0
Primebig 电动轮式担架,电动担架,病患转运设备,1,0,0,0,0
Proclaim 5 Elite 脊髓刺激植入式脉冲发生器,脊髓刺激器,神经调控设备,1,0,0,0,0
Spirit 水胶体粘性护套式男性体外导尿管,男性体外导尿管,泌尿护理器械,1,0,0,0,0
Taxus Express 冠状动脉药物洗脱支架,药物洗脱冠状动脉支架,血管介入器械,1,0,0,0,0
ThermaCare 经期用一次性热敷包,一次性热敷包,物理治疗/热疗器械,1,0,0,0,0
Total ASR 髋臼杯（尺寸62）,髋臼杯,关节置换植入物,1,0,0,0,0
Trilogy O2 呼吸机（日本版）,连续呼吸机,呼吸支持设备,1,0,0,0,0
Attune 股骨髁假体,膝关节股骨假体,关节置换植入物,1,0,0,0,0
轮椅组件（型号890.3920）,轮椅配件,移动辅助设备,1,0,0,0,0
Advance II 钴铬钼胫骨托,膝关节胫骨假体,关节置换植入物,1,0,0,0,0
Altatec 植入物,骨科植入物,骨科植入器械,1,0,0,0,0
Attune 模块化后锯切盖（尺寸3-5）,膝关节手术器械,骨科手术器械,1,0,0,0,0
Attune 旋转平台后稳定型关节面试模（尺寸7）,膝关节试模,骨科手术器械,1,0,0,0,0
BD SafetyGlide 一次性安全皮下注射针,安全注射针,注射/穿刺器械,1,0,0,0,0
Contak Renewal 2 植入式心力衰竭脉冲发生器（临床用，未上市）,心脏再同步治疗除颤器,心脏节律管理设备,1,0,0,0,0
外周血管成形球囊导管,外周血管介入导管,血管介入器械,1,0,0,0,0
气动植皮刀套件,植皮器械,皮肤移植设备,1,0,0,0,0
陶瓷髋关节股骨头,髋关节假体,骨科植入物,1,0,0,0,0
电生理标测导管,电生理导管,心脏电生理器械,1,0,0,0,0
静脉输液容器,输液容器,输液管理耗材,1,0,0,0,0
经皮穿刺引导导管,引导导管,血管介入器械,1,0,0,0,0
心室起搏电极,起搏电极,心脏植入式电子设备,1,0,0,0,0
医用胶带,医用胶带,伤口护理耗材,1,0,0,0,0
脊髓刺激植入式脉冲发生器,神经刺激器,神经调控装置,1,0,0,0,0
皮下输注套件,输注管路,输液装置,1,0,0,0,0
射频电刀发生器,高频电刀,手术能量器械,1,0,0,0,0
内六角骨内牙种植体,牙种植体,口腔植入物,1,0,0,0,0
内窥镜组织对合装置,内窥镜手术器械,内窥镜系统,1,0,0,0,0
紫杉醇洗脱冠状动脉支架,药物洗脱支架,冠状动脉支架,1,0,0,0,0
伯明翰髋关节表面置换杯,髋关节假体,骨科植入物,1,0,0,0,0
子宫操作/注射套管,妇科手术器械,妇产科器械,1,0,0,0,0
左心耳封堵系统,左心耳封堵器,心脏介入器械,1,0,0,0,0
男性压力性尿失禁吊带系统,尿失禁吊带,泌尿外科植入物,1,0,0,0,0
脐动脉导管,血管导管,导管类器械,1,0,0,0,0
四层生物组织补片,生物补片,组织工程材料,1,0,0,0,0
电动可调护理床,医用病床,病房护理设备,1,0,0,0,0
中央监护系统,监护系统,患者监护设备,1,0,0,0,0
动态锥形牙种植体,牙种植体,口腔植入物,1,0,0,0,0
维斯塔临床化学分析系统,临床化学分析仪,体外诊断设备,1,0,0,0,0
杜拉之星RX PTCA球囊导管,PTCA球囊导管,心血管介入器械,1,0,0,0,0
爱德华SAPIEN 3 Ultra Resilia经导管主动脉瓣,经导管主动脉瓣置换系统,心脏瓣膜介入器械,1,0,0,0,0
HT70 Plus呼吸机,呼吸机,呼吸支持设备,1,0,0,0,0
M2A-Magnum髋关节假体42mm,髋关节假体,骨科植入物,1,0,0,0,0
Magic3间歇性导尿管,间歇性导尿管,泌尿科导管,1,0,0,0,0
